Item,Title,csv
States,Education and Related Statistics for the U.S. States,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/States.csv
Transact,Transaction data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Transact.csv
UN,GDP and Infant Mortality,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/UN.csv
USPop,Population of the United States,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/USPop.csv
Vocab,Vocabulary and Education,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Vocab.csv
WeightLoss,Weight Loss Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/WeightLoss.csv
Womenlf,Canadian Women's Labour-Force Participation,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Womenlf.csv
Wool,Wool data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Wool.csv
agriculture,European Union Agricultural Workforces,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/agriculture.csv
animals,Attributes of Animals,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/animals.csv
chorSub,Subset of C-horizon of Kola Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/chorSub.csv
flower,Flower Characteristics,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/flower.csv
plantTraits,Plant Species Traits Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/plantTraits.csv
pluton,Isotopic Composition Plutonium Batches,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/pluton.csv
ruspini,Ruspini Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/ruspini.csv
votes.repub,Votes for Republican Candidate in Presidential Elections,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/votes.repub.csv
xclara,Bivariate Data Set with 3 Clusters,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/xclara.csv
affairs,affairs,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/affairs.csv
azcabgptca,azcabgptca,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/azcabgptca.csv
azdrg112,azdrg112,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/azdrg112.csv
azpro,azpro,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/azpro.csv
azprocedure,azprocedure,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/azprocedure.csv
badhealth,badhealth,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/badhealth.csv
fasttrakg,fasttrakg,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/fasttrakg.csv
fishing,fishing,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/fishing.csv
lbw,lbw,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/lbw.csv
lbwgrp,lbwgrp,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/lbwgrp.csv
loomis,loomis,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/loomis.csv
mdvis,mdvis,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/mdvis.csv
medpar,medpar,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/medpar.csv
nuts,nuts,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/nuts.csv
rwm,rwm,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/rwm.csv
rwm1984,rwm1984,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/rwm1984.csv
rwm5yr,rwm5yr,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/rwm5yr.csv
ships,ships,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/ships.csv
smoking,smoking,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/smoking.csv
titanic,titanic,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/titanic.csv
titanicgrp,titanicgrp,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/titanicgrp.csv
Accident,Ship Accidents,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Accident.csv
Airline,Cost for U.S. Airlines,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Airline.csv
Airq,Air Quality for Californian Metropolitan Areas,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Airq.csv
Benefits,Unemployement of Blue Collar Workers,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Benefits.csv
Bids,Bids Received By U.S. Firms,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Bids.csv
BudgetFood,Budget Share of Food for Spanish Households,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/BudgetFood.csv
BudgetItaly,Budget Shares for Italian Households,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/BudgetItaly.csv
BudgetUK,Budget Shares of British Households,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/BudgetUK.csv
Bwages,Wages in Belgium,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Bwages.csv
CPSch3,Earnings from the Current Population Survey,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/CPSch3.csv
CRANpackages,Growth of CRAN,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/CRANpackages.csv
Capm,Stock Market Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Capm.csv
Car,Stated Preferences for Car Choice,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Car.csv
Caschool,The California Test Score Data Set,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Caschool.csv
Catsup,Choice of Brand for Catsup,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Catsup.csv
Cigar,Cigarette Consumption,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Cigar.csv
Cigarette,The Cigarette Consumption Panel Data Set,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Cigarette.csv
Clothing,Sales Data of Men's Fashion Stores,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Clothing.csv
Computers,Prices of Personal Computers,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Computers.csv
Cracker,Choice of Brand for Crakers,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Cracker.csv
Crime,Crime in North Carolina,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Crime.csv
DM,DM Dollar Exchange Rate,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/DM.csv
Diamond,Pricing the C's of Diamond Stones,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Diamond.csv
Doctor,Number of Doctor Visits,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Doctor.csv
DoctorAUS,Doctor Visits in Australia,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/DoctorAUS.csv
DoctorContacts,Contacts With Medical Doctor,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/DoctorContacts.csv
Earnings,Earnings for Three Age Groups,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Earnings.csv
Electricity,Cost Function for Electricity Producers,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Electricity.csv
Fair,Extramarital Affairs Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Fair.csv
Fatality,Drunk Driving Laws and Traffic Deaths,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Fatality.csv
Fishing,Choice of Fishing Mode,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Fishing.csv
Forward,Exchange Rates of US Dollar Against Other Currencies,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Forward.csv
FriendFoe,Data from the Television Game Show Friend Or Foe ?,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/FriendFoe.csv
Garch,Daily Observations on Exchange Rates of the US Dollar Against Other Currencies,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Garch.csv
Gasoline,Gasoline Consumption,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Gasoline.csv
Griliches,Wage Datas,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Griliches.csv
Grunfeld,Grunfeld Investment Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Grunfeld.csv
HC,Heating and Cooling System Choice in Newly Built Houses in California,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/HC.csv
HI,Health Insurance and Hours Worked By Wives,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/HI.csv
Hdma,The Boston HDMA Data Set,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Hdma.csv
Heating,Heating System Choice in California Houses,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Heating.csv
Hedonic,Hedonic Prices of Cencus Tracts in Boston,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Hedonic.csv
Housing,Sales Prices of Houses in the City of Windsor,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Housing.csv
Icecream,Ice Cream Consumption,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Icecream.csv
Journals,Economic Journals Dat Set,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Journals.csv
Kakadu,Willingness to Pay for the Preservation of the Kakadu National Park,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Kakadu.csv
Ketchup,Choice of Brand for Ketchup,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Ketchup.csv
Klein,Klein's Model I,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Klein.csv
LaborSupply,Wages and Hours Worked,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/LaborSupply.csv
Labour,Belgian Firms,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Labour.csv
MCAS,The Massashusets Test Score Data Set,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/MCAS.csv
Males,Wages and Education of Young Males,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Males.csv
Mathlevel,Level of Calculus Attained for Students Taking Advanced Micro-economics,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mathlevel.csv
MedExp,Structure of Demand for Medical Care,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/MedExp.csv
Metal,Production for SIC 33,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Metal.csv
Mode,Mode Choice,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mode.csv
ModeChoice,Data to Study Travel Mode Choice,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/ModeChoice.csv
Mofa,"International Expansion of U.S. Mofa's (majority-owned Foreign Affiliates in Fire (finance, Insurance and Real Estate)",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mofa.csv
Mroz,Labor Supply Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mroz.csv
MunExp,Municipal Expenditure Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/MunExp.csv
NaturalPark,Willingness to Pay for the Preservation of the Alentejo Natural Park,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/NaturalPark.csv
Nerlove,"Cost Function for Electricity Producers, 1955",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Nerlove.csv
OFP,Visits to Physician Office,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/OFP.csv
Oil,Oil Investment,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Oil.csv
PSID,Panel Survey of Income Dynamics,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/PSID.csv
Participation,Labor Force Participation,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Participation.csv
PatentsHGH,Dynamic Relation Between Patents and R&D,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/PatentsHGH.csv
PatentsRD,"Patents, R&D and Technological Spillovers for a Panel of Firms",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/PatentsRD.csv
Pound,Pound-dollar Exchange Rate,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Pound.csv
Produc,Us States Production,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Produc.csv
RetSchool,Return to Schooling,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/RetSchool.csv
SP500,Returns on Standard & Poor's 500 Index,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/SP500.csv
Schooling,Wages and Schooling,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Schooling.csv
Somerville,Visits to Lake Somerville,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Somerville.csv
Star,Effects on Learning of Small Class Sizes,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Star.csv
Strike,Strike Duration Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Strike.csv
StrikeDur,Strikes Duration,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/StrikeDur.csv
StrikeNb,Number of Strikes in Us Manufacturing,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/StrikeNb.csv
SumHes,The Penn Table,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/SumHes.csv
Tobacco,Households Tobacco Budget Share,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Tobacco.csv
Train,Stated Preferences for Train Traveling,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Train.csv
TranspEq,Statewide Data on Transportation Equipment Manufacturing,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/TranspEq.csv
Treatment,Evaluating Treatment Effect of Training on Earnings,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Treatment.csv
Tuna,Choice of Brand for Tuna,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Tuna.csv
USFinanceIndustry,US Finance Industry Profits,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/USFinanceIndustry.csv
USclassifiedDocuments,Official Secrecy of the United States Government,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/USclassifiedDocuments.csv
USstateAbbreviations,Standard abbreviations for states of the United States,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/USstateAbbreviations.csv
UStaxWords,Number of Words in US Tax Law,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/UStaxWords.csv
UnempDur,Unemployment Duration,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/UnempDur.csv
Unemployment,Unemployment Duration,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Unemployment.csv
University,Provision of University Teaching and Research,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/University.csv
VietNamH,Medical Expenses in Viet-nam (household Level),https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/VietNamH.csv
VietNamI,Medical Expenses in Viet-nam (individual Level),https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/VietNamI.csv
Wages,Panel Datas of Individual Wages,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Wages.csv
Wages1,"Wages, Experience and Schooling",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Wages1.csv
Workinghours,Wife Working Hours,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Workinghours.csv
Yen,Yen-dollar Exchange Rate,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Yen.csv
Yogurt,Choice of Brand for Yogurts,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Yogurt.csv
bankingCrises,Countries in Banking Crises,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/bankingCrises.csv
incomeInequality,Income Inequality in the US,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/incomeInequality.csv
nonEnglishNames,Names with Character Set Problems,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/nonEnglishNames.csv
politicalKnowledge,Political knowledge in the US and Europe,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/politicalKnowledge.csv
PD,"A study of Parkinson's disease and APOE, LRRK2, SNCA makers",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/PD.csv
aldh2,ALDH2 markers and Alcoholism,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/aldh2.csv
apoeapoc,APOE/APOC1 markers and Alzheimer's,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/apoeapoc.csv
cf,Cystic fibrosis data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/cf.csv
crohn,Crohn's disease data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/crohn.csv
fa,Friedreich Ataxia data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/fa.csv
fsnps,A case-control data involving four SNPs with missing genotype,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/fsnps.csv
hla,The HLA data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/hla.csv
hr1420,An example data for Manhattan plot with annotation,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/hr1420.csv
l51,An example pedigree data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/l51.csv
lukas,An example pedigree,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/lukas.csv
mao,A study of Parkinson's disease and MAO gene,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/mao.csv
mfblong,Example data for ACEnucfam,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/mfblong.csv
mhtdata,An example data for Manhattan plot,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/mhtdata.csv
nep499,A study of Alzheimer's disease with eight SNPs and APOE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gap/nep499.csv
diamonds,"Prices of 50,000 round cut diamonds",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ggplot2/diamonds.csv
economics,US economic time series.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ggplot2/economics.csv
midwest,Midwest demographics.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ggplot2/midwest.csv
movies,Movie information and user ratings from IMDB.com.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ggplot2/movies.csv
mpg,Fuel economy data from 1999 and 2008 for 38 popular models of car,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ggplot2/mpg.csv
msleep,An updated and expanded version of the mammals sleep dataset.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ggplot2/msleep.csv
presidential,Terms of 10 presidents from Eisenhower to Bush W.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ggplot2/presidential.csv
seals,Vector field of seal movements.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ggplot2/seals.csv
Arbuthnot,Arbuthnot's data on male and female birth ratios in London from 1629-1710.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Arbuthnot.csv
Bowley,"Bowley's data on values of British and Irish trade, 1855-1899",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Bowley.csv
Cavendish,Cavendish's Determinations of the Density of the Earth,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Cavendish.csv
ChestSizes,Chest measurements of 5738 Scottish Militiamen,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/ChestSizes.csv
CushnyPeebles,Cushny-Peebles Data: Soporific Effects of Scopolamine Derivatives,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/CushnyPeebles.csv
CushnyPeeblesN,Cushny-Peebles Data: Soporific Effects of Scopolamine Derivatives,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/CushnyPeeblesN.csv
Dactyl,Edgeworth's counts of dactyls in Virgil's Aeneid,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Dactyl.csv
DrinksWages,Elderton and Pearson's (1910) data on drinking and wages,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/DrinksWages.csv
Fingerprints,Waite's data on Patterns in Fingerprints,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Fingerprints.csv
Galton,Galton's data on the heights of parents and their children,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Galton.csv
GaltonFamilies,"Galton's data on the heights of parents and their children, by child",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/GaltonFamilies.csv
Guerry,"Data from A.-M. Guerry, ""Essay on the Moral Statistics of France""",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Guerry.csv
Jevons,W. Stanley Jevons' data on numerical discrimination,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Jevons.csv
Langren.all,van Langren's Data on Longitude Distance between Toledo and Rome,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Langren.all.csv
Langren1644,van Langren's Data on Longitude Distance between Toledo and Rome,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Langren1644.csv
Macdonell,"Macdonell's Data on Height and Finger Length of Criminals, used by Gosset (1908)",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Macdonell.csv
MacdonellDF,"Macdonell's Data on Height and Finger Length of Criminals, used by Gosset (1908)",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/MacdonellDF.csv
Michelson,Michelson's Determinations of the Velocity of Light,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Michelson.csv
MichelsonSets,Michelson's Determinations of the Velocity of Light,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/MichelsonSets.csv
Minard.cities,Data from Minard's famous graphic map of Napoleon's march on Moscow,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Minard.cities.csv
Minard.temp,Data from Minard's famous graphic map of Napoleon's march on Moscow,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Minard.temp.csv
Minard.troops,Data from Minard's famous graphic map of Napoleon's march on Moscow,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Minard.troops.csv
Nightingale,Florence Nightingale's data on deaths from various causes in the Crimean War,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Nightingale.csv
OldMaps,Latitudes and Longitudes of 39 Points in 11 Old Maps,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/OldMaps.csv
PearsonLee,Pearson and Lee's data on the heights of parents and children classified by gender,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/PearsonLee.csv
PolioTrials,Polio Field Trials Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/PolioTrials.csv
Prostitutes,Parent-Duchatelet's time-series data on the number of prostitutes in Paris,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Prostitutes.csv
Pyx,Trial of the Pyx,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Pyx.csv
Quarrels,Statistics of Deadly Quarrels,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Quarrels.csv
Snow.deaths,John Snow's map and data on the 1854 London Cholera outbreak,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Snow.deaths.csv
Snow.polygons,John Snow's map and data on the 1854 London Cholera outbreak,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Snow.polygons.csv
Snow.pumps,John Snow's map and data on the 1854 London Cholera outbreak,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Snow.pumps.csv
Snow.streets,John Snow's map and data on the 1854 London Cholera outbreak,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Snow.streets.csv
Wheat,Playfair's Data on Wages and the Price of Wheat,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Wheat.csv
Wheat.monarchs,Playfair's Data on Wages and the Price of Wheat,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Wheat.monarchs.csv
Yeast,Student's (1906) Yeast Cell Counts,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/Yeast.csv
YeastD.mat,Student's (1906) Yeast Cell Counts,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/YeastD.mat.csv
ZeaMays,Darwin's Heights of Cross- and Self-fertilized Zea May Pairs,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HistData/ZeaMays.csv
barley,Yield data from a Minnesota barley trial,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lattice/barley.csv
environmental,Atmospheric environmental conditions in New York City,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lattice/environmental.csv
ethanol,Engine exhaust fumes from burning ethanol,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lattice/ethanol.csv
melanoma,Melanoma skin cancer incidence,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lattice/melanoma.csv
singer,Heights of New York Choral Society singers,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lattice/singer.csv
Aids2,Australian AIDS Survival Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Aids2.csv
Animals,Brain and Body Weights for 28 Species,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Animals.csv
Boston,Housing Values in Suburbs of Boston,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Boston.csv
Cars93,Data from 93 Cars on Sale in the USA in 1993,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Cars93.csv
Cushings,Diagnostic Tests on Patients with Cushing's Syndrome,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Cushings.csv
DDT,DDT in Kale,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/DDT.csv
GAGurine,Level of GAG in Urine of Children,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/GAGurine.csv
Insurance,Numbers of Car Insurance claims,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Insurance.csv
Melanoma,Survival from Malignant Melanoma,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Melanoma.csv
OME,Tests of Auditory Perception in Children with OME,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/OME.csv
Pima.te,Diabetes in Pima Indian Women,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Pima.te.csv
Pima.tr,Diabetes in Pima Indian Women,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Pima.tr.csv
Pima.tr2,Diabetes in Pima Indian Women,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Pima.tr2.csv
