Item,Title,csv
Rabbit,Blood Pressure in Rabbits,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Rabbit.csv
Rubber,Accelerated Testing of Tyre Rubber,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Rubber.csv
SP500,Returns of the Standard and Poors 500,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/SP500.csv
Sitka,Growth Curves for Sitka Spruce Trees in 1988,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Sitka.csv
Sitka89,Growth Curves for Sitka Spruce Trees in 1989,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Sitka89.csv
Skye,AFM Compositions of Aphyric Skye Lavas,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Skye.csv
Traffic,Effect of Swedish Speed Limits on Accidents,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/Traffic.csv
UScereal,Nutritional and Marketing Information on US Cereals,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/UScereal.csv
UScrime,The Effect of Punishment Regimes on Crime Rates,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/UScrime.csv
VA,Veteran's Administration Lung Cancer Trial,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/VA.csv
abbey,Determinations of Nickel Content,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/abbey.csv
accdeaths,Accidental Deaths in the US 1973-1978,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/accdeaths.csv
anorexia,Anorexia Data on Weight Change,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/anorexia.csv
bacteria,Presence of Bacteria after Drug Treatments,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/bacteria.csv
beav1,Body Temperature Series of Beaver 1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/beav1.csv
beav2,Body Temperature Series of Beaver 2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/beav2.csv
biopsy,Biopsy Data on Breast Cancer Patients,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/biopsy.csv
birthwt,Risk Factors Associated with Low Infant Birth Weight,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/birthwt.csv
cabbages,Data from a cabbage field trial,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/cabbages.csv
caith,Colours of Eyes and Hair of People in Caithness,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/caith.csv
cats,Anatomical Data from Domestic Cats,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/cats.csv
cement,Heat Evolved by Setting Cements,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/cement.csv
chem,Copper in Wholemeal Flour,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/chem.csv
coop,Co-operative Trial in Analytical Chemistry,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/coop.csv
cpus,Performance of Computer CPUs,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/cpus.csv
crabs,Morphological Measurements on Leptograpsus Crabs,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/crabs.csv
deaths,Monthly Deaths from Lung Diseases in the UK,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/deaths.csv
drivers,Deaths of Car Drivers in Great Britain 1969-84,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/drivers.csv
eagles,Foraging Ecology of Bald Eagles,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/eagles.csv
epil,Seizure Counts for Epileptics,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/epil.csv
farms,Ecological Factors in Farm Management,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/farms.csv
fgl,Measurements of Forensic Glass Fragments,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/fgl.csv
forbes,Forbes' Data on Boiling Points in the Alps,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/forbes.csv
galaxies,Velocities for 82 Galaxies,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/galaxies.csv
gehan,Remission Times of Leukaemia Patients,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/gehan.csv
genotype,Rat Genotype Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/genotype.csv
geyser,Old Faithful Geyser Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/geyser.csv
gilgais,Line Transect of Soil in Gilgai Territory,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/gilgais.csv
hills,Record Times in Scottish Hill Races,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/hills.csv
housing,Frequency Table from a Copenhagen Housing Conditions Survey,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/housing.csv
immer,Yields from a Barley Field Trial,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/immer.csv
leuk,Survival Times and White Blood Counts for Leukaemia Patients,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/leuk.csv
mammals,Brain and Body Weights for 62 Species of Land Mammals,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/mammals.csv
mcycle,Data from a Simulated Motorcycle Accident,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/mcycle.csv
menarche,Age of Menarche in Warsaw,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/menarche.csv
michelson,Michelson's Speed of Light Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/michelson.csv
minn38,Minnesota High School Graduates of 1938,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/minn38.csv
motors,Accelerated Life Testing of Motorettes,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/motors.csv
muscle,Effect of Calcium Chloride on Muscle Contraction in Rat Hearts,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/muscle.csv
newcomb,Newcomb's Measurements of the Passage Time of Light,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/newcomb.csv
nlschools,Eighth-Grade Pupils in the Netherlands,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/nlschools.csv
npk,"Classical N, P, K Factorial Experiment",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/npk.csv
npr1,US Naval Petroleum Reserve No. 1 data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/npr1.csv
oats,Data from an Oats Field Trial,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/oats.csv
painters,The Painter's Data of de Piles,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/painters.csv
petrol,N. L. Prater's Petrol Refinery Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/petrol.csv
quine,Absenteeism from School in Rural New South Wales,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/quine.csv
road,Road Accident Deaths in US States,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/road.csv
rotifer,Numbers of Rotifers by Fluid Density,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/rotifer.csv
ships,Ships Damage Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/ships.csv
shrimp,Percentage of Shrimp in Shrimp Cocktail,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/shrimp.csv
shuttle,Space Shuttle Autolander Problem,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/shuttle.csv
snails,Snail Mortality Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/snails.csv
steam,The Saturated Steam Pressure Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/steam.csv
stormer,The Stormer Viscometer Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/stormer.csv
survey,Student Survey Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/survey.csv
synth.te,Synthetic Classification Problem,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/synth.te.csv
synth.tr,Synthetic Classification Problem,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/synth.tr.csv
topo,Spatial Topographic Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/topo.csv
waders,Counts of Waders at 15 Sites in South Africa,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/waders.csv
whiteside,House Insulation: Whiteside's Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/whiteside.csv
wtloss,Weight Loss Data from an Obese Patient,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MASS/wtloss.csv
Cigar,Cigarette Consumption,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Cigar.csv
Crime,Crime in North Carolina,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Crime.csv
EmplUK,Employment and Wages in the United Kingdom,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/EmplUK.csv
Gasoline,Gasoline Consumption,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Gasoline.csv
Grunfeld,Grunfeld's Investment Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Grunfeld.csv
Hedonic,Hedonic Prices of Census Tracts in the Boston Area,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Hedonic.csv
LaborSupply,Wages and Hours Worked,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/LaborSupply.csv
Males,Wages and Education of Young Males,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Males.csv
Produc,US States Production,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Produc.csv
Snmesp,Employment and Wages in Spain,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Snmesp.csv
SumHes,"The Penn World Table, v. 5",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/SumHes.csv
Wages,Panel Data of Individual Wages,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plm/Wages.csv
baseball,Yearly batting records for all major league baseball players,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plyr/baseball.csv
AustralianElectionPolling,"Political opinion polls in Australia, 2004-07",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/AustralianElectionPolling.csv
AustralianElections,"elections to Australian House of Representatives, 1949-2007",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/AustralianElections.csv
EfronMorris,"Batting Averages for 18 major league baseball players, 1970",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/EfronMorris.csv
RockTheVote,"Voter turnout experiment, using Rock The Vote ads",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/RockTheVote.csv
UKHouseOfCommons,1992 United Kingdom electoral returns,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/UKHouseOfCommons.csv
absentee,Absentee and Machine Ballots in Pennsylvania State Senate Races,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/absentee.csv
admit,Applications to a Political Science PhD Program,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/admit.csv
bioChemists,article production by graduate students in biochemistry Ph.D. programs,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/bioChemists.csv
ca2006,California Congressional Districts in 2006,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/ca2006.csv
iraqVote,"U.S. Senate vote on the use of force against Iraq, 2002.",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/iraqVote.csv
politicalInformation,Interviewer ratings of respondent levels of political information,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/politicalInformation.csv
presidentialElections,"elections for U.S. President, 1932-2012, by state",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/presidentialElections.csv
prussian,Prussian army horse kick data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/prussian.csv
unionDensity,cross national rates of trade union density,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/unionDensity.csv
vote92,Reports of voting in the 1992 U.S. Presidential election.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pscl/vote92.csv
french_fries,Sensory data from a french fries experiment.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/reshape2/french_fries.csv
smiths,Demo data describing the Smiths.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/reshape2/smiths.csv
tips,Tipping data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/reshape2/tips.csv
car.test.frame,Automobile Data from 'Consumer Reports' 1990,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rpart/car.test.frame.csv
car90,Automobile Data from 'Consumer Reports' 1990,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rpart/car90.csv
cu.summary,Automobile Data from 'Consumer Reports' 1990,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rpart/cu.summary.csv
kyphosis,Data on Children who have had Corrective Spinal Surgery,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rpart/kyphosis.csv
solder,Soldering of Components on Printed-Circuit Boards,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rpart/solder.csv
stagec,Stage C Prostate Cancer,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rpart/stagec.csv
PublicSchools,US Expenditures for Public Schools,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/sandwich/PublicSchools.csv
Bollen,Bollen's Data on Industrialization and Political Democracy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/sem/Bollen.csv
CNES,Variables from the 1997 Canadian National Election Study,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/sem/CNES.csv
Klein,Klein's Data on the U. S. Economy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/sem/Klein.csv
Kmenta,Partly Artificial Data on the U. S. Economy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/sem/Kmenta.csv
Tests,Six Mental Tests,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/sem/Tests.csv
bladder,Bladder Cancer Recurrences,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/bladder.csv
cancer,NCCTG Lung Cancer Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/cancer.csv
cgd,Chronic Granulotomous Disease data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/cgd.csv
colon,Chemotherapy for Stage B/C colon cancer,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/colon.csv
flchain,Assay of serum free light chain for 7874 subjects.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/flchain.csv
heart,Stanford Heart Transplant data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/heart.csv
kidney,Kidney catheter data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/kidney.csv
leukemia,Acute Myelogenous Leukemia survival data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/leukemia.csv
logan,Data from the 1972-78 GSS data used by Logan,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/logan.csv
lung,NCCTG Lung Cancer Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/lung.csv
mgus,Monoclonal gammapothy data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/mgus.csv
nwtco,Data from the National Wilm's Tumor Study,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/nwtco.csv
ovarian,Ovarian Cancer Survival Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/ovarian.csv
pbc,Mayo Clinic Primary Biliary Cirrhosis Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/pbc.csv
rats,Rat treatment data from Mantel et al,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/rats.csv
stanford2,More Stanford Heart Transplant data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/stanford2.csv
tobin,Tobin's Tobit data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/tobin.csv
veteran,Veterans' Administration Lung Cancer study,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survival/veteran.csv
Arthritis,Arthritis Treatment Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Arthritis.csv
Baseball,Baseball Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Baseball.csv
BrokenMarriage,Broken Marriage Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/BrokenMarriage.csv
Bundesliga,Ergebnisse der Fussball-Bundesliga,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Bundesliga.csv
Bundestag2005,Votes in German Bundestag Election 2005,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Bundestag2005.csv
Butterfly,Butterfly Species in Malaya,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Butterfly.csv
CoalMiners,Breathlessness and Wheeze in Coal Miners,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/CoalMiners.csv
DanishWelfare,Danish Welfare Study Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/DanishWelfare.csv
Employment,Employment Status,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Employment.csv
Federalist,'May' in Federalist Papers,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Federalist.csv
Hitters,Hitters Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Hitters.csv
HorseKicks,Death by Horse Kicks,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/HorseKicks.csv
Hospital,Hospital data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Hospital.csv
JobSatisfaction,Job Satisfaction Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/JobSatisfaction.csv
JointSports,Opinions About Joint Sports,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/JointSports.csv
Lifeboats,Lifeboats on the Titanic,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Lifeboats.csv
NonResponse,Non-Response Survey Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/NonResponse.csv
OvaryCancer,Ovary Cancer Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/OvaryCancer.csv
PreSex,Pre-marital Sex and Divorce,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/PreSex.csv
Punishment,Corporal Punishment Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Punishment.csv
RepVict,Repeat Victimization Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/RepVict.csv
Saxony,Families in Saxony,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Saxony.csv
SexualFun,Sex is Fun,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/SexualFun.csv
SpaceShuttle,Space Shuttle O-ring Failures,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/SpaceShuttle.csv
Suicide,Suicide Rates in Germany,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Suicide.csv
Trucks,Truck Accidents Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/Trucks.csv
UKSoccer,UK Soccer Scores,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/UKSoccer.csv
VisualAcuity,Visual Acuity in Left and Right Eyes,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/VisualAcuity.csv
VonBort,Von Bortkiewicz Horse Kicks Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/VonBort.csv
WeldonDice,Weldon's Dice Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/WeldonDice.csv
WomenQueue,Women in Queues,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/vcd/WomenQueue.csv
MatchIt.url,Table of links for Zelig,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/MatchIt.url.csv
PErisk,Political Economic Risk Data from 62 Countries in 1987,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/PErisk.csv
SupremeCourt,U.S. Supreme Court Vote Matrix,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/SupremeCourt.csv
Weimar,1932 Weimar election data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/Weimar.csv
Zelig.url,Table of links for Zelig,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/Zelig.url.csv
approval,U.S. Presidential Approval Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/approval.csv
bivariate,Sample data for bivariate probit regression,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/bivariate.csv
coalition,Coalition Dissolution in Parliamentary Democracies,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/coalition.csv
coalition2,"Coalition Dissolution in Parliamentary Democracies, Modified Version",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/coalition2.csv
eidat,Simulation Data for Ecological Inference,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/eidat.csv
free1,Freedom of Speech Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/free1.csv
free2,Freedom of Speech Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/free2.csv
friendship,Simulated Example of Schoolchildren Friendship Network,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/friendship.csv
grunfeld,Simulation Data for model Seemingly Unrelated Regression (sur) that corresponds to method SUR of systemfit,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/grunfeld.csv
hoff,Social Security Expenditure Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/hoff.csv
homerun,Sample Data on Home Runs Hit By Mark McGwire and Sammy Sosa in 1998.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/homerun.csv
immi1,Individual Preferences Over Immigration Policy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/immi1.csv
immi2,Individual Preferences Over Immigration Policy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/immi2.csv
immi3,Individual Preferences Over Immigration Policy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/immi3.csv
immi4,Individual Preferences Over Immigration Policy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/immi4.csv
immi5,Individual Preferences Over Immigration Policy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/immi5.csv
immigration,Individual Preferences Over Immigration Policy,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/immigration.csv
klein,Simulation Data for model Two-Stage Least Square (twosls) that corresponds to method 2SLS of systemfit,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/klein.csv
kmenta,Simulation Data for model Three-Stage Least Square (threesls) that corresponds to method 3SLS of systemfit,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/kmenta.csv
macro,Macroeconomic Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/macro.csv
mexico,Voting Data from the 1988 Mexican Presidental Election,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/mexico.csv
mid,Militarized Interstate Disputes,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/mid.csv
newpainters,The Discretized Painter's Data of de Piles,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/newpainters.csv
sanction,Multilateral Economic Sanctions,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/sanction.csv
sna.ex,Simulated Example of Social Network Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/sna.ex.csv
swiss,Swiss Fertility and Socioeconomic Indicators (1888) Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/swiss.csv
tobin,Tobin's Tobit Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/tobin.csv
turnout,Turnout Data Set from the National Election Survey,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/turnout.csv
voteincome,Sample Turnout and Demographic Data from the 2000 Current Population Survey,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Zelig/voteincome.csv
BCG,BCG Vaccine Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/BCG.csv
BtheB,Beat the Blues Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/BtheB.csv
CYGOB1,CYG OB1 Star Cluster Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/CYGOB1.csv
Forbes2000,The Forbes 2000 Ranking of the World's Biggest Companies (Year 2004),https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/Forbes2000.csv
GHQ,General Health Questionnaire,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/GHQ.csv
Lanza,Prevention of Gastointestinal Damages,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/Lanza.csv
agefat,Total Body Composision Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/agefat.csv
aspirin,Aspirin Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/aspirin.csv
birthdeathrates,Birth and Death Rates Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/birthdeathrates.csv
bladdercancer,Bladder Cancer Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/bladdercancer.csv
clouds,Cloud Seeding Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/clouds.csv
epilepsy,Epilepsy Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/epilepsy.csv
foster,Foster Feeding Experiment,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/foster.csv
heptathlon,Olympic Heptathlon Seoul 1988,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/heptathlon.csv
mastectomy,Survival Times after Mastectomy of Breast Cancer Patients,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/mastectomy.csv
meteo,Meteorological Measurements for 11 Years,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/meteo.csv
orallesions,Oral Lesions in Rural India,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/orallesions.csv
phosphate,Phosphate Level Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/phosphate.csv
pistonrings,Piston Rings Failures,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/pistonrings.csv
planets,Exoplanets Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/planets.csv
plasma,Blood Screening Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/plasma.csv
polyps,Familial Andenomatous Polyposis,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/polyps.csv
polyps3,Familial Andenomatous Polyposis,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/polyps3.csv
pottery,Romano-British Pottery Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/pottery.csv
